from_library,to_library,count,daily_average
MEA,WID,41,0.640625
MEA,WYO,1,0.015625
MEA,ZZZ,30,0.46875
MEA,UNDEF,0,0
MFD,ACL,36,0.5625
MFD,ALM,5,0.078125
MFD,ARP,3,0.046875
MFD,BAR,56,0.875
MFD,BER,10,0.15625
MFD,BLV,21,0.328125
MFD,BRD,23,0.359375
MFD,CBR,20,0.3125
MFD,CIA,4,0.0625
MFD,COL,20,0.3125
MFD,CSP,29,0.453125
MFD,DCL,20,0.3125
MFD,DEE,33,0.515625
MFD,DFT,74,1.15625
MFD,FCH,91,1.421875
MFD,HAW,79,1.234375
MFD,HPB,112,1.75
MFD,LAK,108,1.6875
MFD,LAV,5,0.078125
MFD,LDI,33,0.515625
MFD,MAD,105,1.640625
MFD,MAR,7,0.109375
MFD,MAZ,14,0.21875
MFD,MCF,50,0.78125
MFD,MCM,96,1.5
MFD,MEA,92,1.4375
MFD,MFD,8149,127.328125
MFD,MID,220,3.4375
MFD,MNT,13,0.203125
MFD,MOO,78,1.21875
MFD,MRO,68,1.0625
MFD,MRS,1,0.015625
MFD,MSB,41,0.640625
MFD,MTH,64,1
MFD,NEK,14,0.21875
MFD,NGL,26,0.40625
MFD,NOF,6,0.09375
MFD,ORE,81,1.265625
MFD,PAR,9,0.140625
MFD,PDS,42,0.65625
MFD,PIN,220,3.4375
MFD,PLA,7,0.109375
MFD,PLO,30,0.46875
MFD,POR,49,0.765625
MFD,POY,28,0.4375
MFD,RAN,5,0.078125
MFD,REE,63,0.984375
MFD,RIO,4,0.0625
MFD,RKS,5,0.078125
MFD,ROM,16,0.25
MFD,ROS,8,0.125
MFD,SCA,1,0.015625
MFD,SCL,0,0
MFD,SEQ,227,3.546875
MFD,SGR,26,0.40625
MFD,SKC,39,0.609375
MFD,SMB,35,0.546875
MFD,STO,73,1.140625
MFD,STP,58,0.90625
MFD,SUN,160,2.5
MFD,VER,200,3.125
MFD,WAU,95,1.484375
MFD,WID,20,0.3125
MFD,WYO,3,0.046875
MFD,ZZZ,4,0.0625
MFD,UNDEF,0,0
MID,ACL,131,2.046875
MID,ALM,6,0.09375
MID,ARP,53,0.828125
MID,BAR,318,4.96875
MID,BER,75,1.171875
MID,BLV,204,3.1875
MID,BRD,120,1.875
MID,CBR,131,2.046875
MID,CIA,43,0.671875
MID,COL,114,1.78125
MID,CSP,250,3.90625
MID,DCL,223,3.484375
MID,DEE,179,2.796875
MID,DFT,525,8.203125
MID,FCH,954,14.90625
MID,HAW,849,13.265625
MID,HPB,1106,17.28125
MID,LAK,810,12.65625
MID,LAV,17,0.265625
MID,LDI,157,2.453125
MID,MAD,1211,18.921875
MID,MAR,152,2.375
MID,MAZ,65,1.015625
MID,MCF,429,6.703125
MID,MCM,444,6.9375
MID,MEA,639,9.984375
MID,MFD,22,0.34375
MID,MID,96795,1512.421875
MID,MNT,14,0.21875
MID,MOO,1043,16.296875
MID,MRO,261,4.078125
MID,MRS,7,0.109375
MID,MSB,384,6
MID,MTH,853,13.328125
MID,NEK,58,0.90625
MID,NGL,120,1.875
MID,NOF,27,0.421875
MID,ORE,1026,16.03125
MID,PAR,26,0.40625
MID,PDS,262,4.09375
MID,PIN,1596,24.9375
MID,PLA,61,0.953125
MID,PLO,131,2.046875
MID,POR,176,2.75
MID,POY,78,1.21875
MID,RAN,22,0.34375
MID,REE,229,3.578125
MID,RIO,13,0.203125
MID,RKS,12,0.1875
MID,ROM,40,0.625
MID,ROS,71,1.109375
MID,SCA,9,0.140625
MID,SCL,0,0
MID,SEQ,2207,34.484375
MID,SGR,126,1.96875
MID,SKC,140,2.1875
MID,SMB,395,6.171875
MID,STO,1203,18.796875
MID,STP,560,8.75
MID,SUN,3284,51.3125
MID,VER,4158,64.96875
MID,WAU,778,12.15625
MID,WID,133,2.078125
MID,WYO,13,0.203125
MID,ZZZ,52,0.8125
MID,UNDEF,0,0
MNT,ACL,7,0.109375
MNT,ALM,0,0
MNT,ARP,0,0
MNT,BAR,87,1.359375
MNT,BER,5,0.078125
MNT,BLV,10,0.15625
MNT,BRD,93,1.453125
MNT,CBR,22,0.34375
MNT,CIA,6,0.09375
MNT,COL,32,0.5
MNT,CSP,13,0.203125
MNT,DCL,23,0.359375
MNT,DEE,8,0.125
MNT,DFT,41,0.640625
MNT,FCH,65,1.015625
MNT,HAW,48,0.75
MNT,HPB,74,1.15625
MNT,LAK,56,0.875
MNT,LAV,3,0.046875
MNT,LDI,36,0.5625
MNT,MAD,59,0.921875
MNT,MAR,11,0.171875
MNT,MAZ,7,0.109375
MNT,MCF,32,0.5
MNT,MCM,23,0.359375
MNT,MEA,67,1.046875
MNT,MFD,1,0.015625
MNT,MID,165,2.578125
MNT,MNT,2602,40.65625
MNT,MOO,58,0.90625
MNT,MRO,361,5.640625
MNT,MRS,0,0
MNT,MSB,44,0.6875
MNT,MTH,29,0.453125
MNT,NEK,3,0.046875
MNT,NGL,183,2.859375
MNT,NOF,5,0.078125
MNT,ORE,38,0.59375
MNT,PAR,2,0.03125
MNT,PDS,34,0.53125
MNT,PIN,108,1.6875
MNT,PLA,14,0.21875
MNT,PLO,12,0.1875
MNT,POR,41,0.640625
MNT,POY,23,0.359375
MNT,RAN,3,0.046875
MNT,REE,99,1.546875
MNT,RIO,4,0.0625
MNT,RKS,3,0.046875
MNT,ROM,4,0.0625
MNT,ROS,6,0.09375
MNT,SCA,0,0
MNT,SCL,0,0
MNT,SEQ,136,2.125
MNT,SGR,62,0.96875
MNT,SKC,79,1.234375
MNT,SMB,19,0.296875
MNT,STO,36,0.5625
MNT,STP,45,0.703125
MNT,SUN,114,1.78125
MNT,VER,95,1.484375
MNT,WAU,44,0.6875
MNT,WID,31,0.484375
MNT,WYO,0,0
MNT,ZZZ,0,0
MNT,UNDEF,0,0
MOO,ACL,56,0.875
MOO,ALM,3,0.046875
MOO,ARP,14,0.21875
MOO,BAR,204,3.1875
MOO,BER,155,2.421875
MOO,BLV,329,5.140625
MOO,BRD,57,0.890625
MOO,CBR,114,1.78125
MOO,CIA,29,0.453125
MOO,COL,65,1.015625
MOO,CSP,313,4.890625
MOO,DCL,196,3.0625
MOO,DEE,130,2.03125
MOO,DFT,526,8.21875
MOO,FCH,1168,18.25
MOO,HAW,686,10.71875
MOO,HPB,743,11.609375
MOO,LAK,641,10.015625
MOO,LAV,7,0.109375
MOO,LDI,80,1.25
MOO,MAD,910,14.21875
MOO,MAR,53,0.828125
MOO,MAZ,61,0.953125
MOO,MCF,461,7.203125
MOO,MCM,206,3.21875
MOO,MEA,505,7.890625
MOO,MFD,13,0.203125
MOO,MID,1180,18.4375
MOO,MNT,10,0.15625
MOO,MOO,27139,424.046875
MOO,MRO,111,1.734375
MOO,MRS,13,0.203125
MOO,MSB,200,3.125
MOO,MTH,258,4.03125
MOO,NEK,18,0.28125
MOO,NGL,79,1.234375
MOO,NOF,5,0.078125
MOO,ORE,364,5.6875
MOO,PAR,20,0.3125
MOO,PDS,85,1.328125
MOO,PIN,1174,18.34375
MOO,PLA,14,0.21875
MOO,PLO,84,1.3125
MOO,POR,99,1.546875
MOO,POY,53,0.828125
MOO,RAN,12,0.1875
MOO,REE,111,1.734375
MOO,RIO,8,0.125
MOO,RKS,6,0.09375
MOO,ROM,19,0.296875
MOO,ROS,28,0.4375
MOO,SCA,6,0.09375
MOO,SCL,0,0
MOO,SEQ,1734,27.09375
MOO,SGR,74,1.15625
MOO,SKC,62,0.96875
MOO,SMB,261,4.078125
MOO,STO,332,5.1875
MOO,STP,382,5.96875
MOO,SUN,1060,16.5625
MOO,VER,994,15.53125
MOO,WAU,1444,22.5625
MOO,WID,60,0.9375
MOO,WYO,2,0.03125
MOO,ZZZ,15,0.234375
MOO,UNDEF,0,0
MRO,ACL,58,0.90625
MRO,ALM,5,0.078125
MRO,ARP,8,0.125
MRO,BAR,563,8.796875
MRO,BER,47,0.734375
MRO,BLV,75,1.171875
MRO,BRD,585,9.140625
MRO,CBR,31,0.484375
MRO,CIA,162,2.53125
MRO,COL,178,2.78125
MRO,CSP,70,1.09375
MRO,DCL,65,1.015625
MRO,DEE,49,0.765625
MRO,DFT,183,2.859375
MRO,FCH,370,5.78125
MRO,HAW,253,3.953125
MRO,HPB,382,5.96875
MRO,LAK,299,4.671875
MRO,LAV,29,0.453125
MRO,LDI,224,3.5
MRO,MAD,365,5.703125
MRO,MAR,40,0.625
MRO,MAZ,36,0.5625
MRO,MCF,151,2.359375
MRO,MCM,172,2.6875
MRO,MEA,237,3.703125
MRO,MFD,5,0.078125
MRO,MID,667,10.421875
MRO,MNT,107,1.671875
MRO,MOO,202,3.15625
MRO,MRO,20005,312.578125
MRO,MRS,0,0
MRO,MSB,253,3.953125
MRO,MTH,175,2.734375
MRO,NEK,29,0.453125
MRO,NGL,437,6.828125
MRO,NOF,42,0.65625
MRO,ORE,228,3.5625
MRO,PAR,46,0.71875
MRO,PDS,294,4.59375
MRO,PIN,578,9.03125
MRO,PLA,69,1.078125
MRO,PLO,40,0.625
MRO,POR,252,3.9375
MRO,POY,146,2.28125
MRO,RAN,37,0.578125
MRO,REE,432,6.75
MRO,RIO,17,0.265625
MRO,RKS,24,0.375
MRO,ROM,30,0.46875
MRO,ROS,27,0.421875
MRO,SCA,0,0
MRO,SCL,0,0
MRO,SEQ,656,10.25
MRO,SGR,190,2.96875
MRO,SKC,279,4.359375
MRO,SMB,102,1.59375
MRO,STO,228,3.5625
MRO,STP,205,3.203125
MRO,SUN,540,8.4375
MRO,VER,526,8.21875
MRO,WAU,239,3.734375
MRO,WID,152,2.375
MRO,WYO,7,0.109375
MRO,ZZZ,15,0.234375
MRO,UNDEF,0,0
MRS,ACL,7,0.109375
MRS,ALM,0,0
MRS,ARP,0,0
MRS,BAR,1,0.015625
MRS,BER,0,0
MRS,BLV,3,0.046875
MRS,BRD,0,0
MRS,CBR,0,0
MRS,CIA,0,0
MRS,COL,1,0.015625
MRS,CSP,4,0.0625
MRS,DCL,461,7.203125
MRS,DEE,5,0.078125
MRS,DFT,7,0.109375
MRS,FCH,12,0.1875
MRS,HAW,35,0.546875
MRS,HPB,17,0.265625
MRS,LAK,18,0.28125
MRS,LAV,0,0
MRS,LDI,1,0.015625
MRS,MAD,12,0.1875
MRS,MAR,1,0.015625
MRS,MAZ,1,0.015625
MRS,MCF,3,0.046875
MRS,MCM,2,0.03125
MRS,MEA,13,0.203125
MRS,MFD,0,0
MRS,MID,14,0.21875
MRS,MNT,0,0
MRS,MOO,13,0.203125
MRS,MRO,2,0.03125
MRS,MRS,706,11.03125
MRS,MSB,13,0.203125
MRS,MTH,5,0.078125
MRS,NEK,0,0
MRS,NGL,1,0.015625
MRS,NOF,0,0
MRS,ORE,17,0.265625
MRS,PAR,0,0
MRS,PDS,0,0
MRS,PIN,18,0.28125
MRS,PLA,0,0
MRS,PLO,5,0.078125
MRS,POR,0,0
MRS,POY,2,0.03125
MRS,RAN,0,0
MRS,REE,4,0.0625
MRS,RIO,0,0
MRS,RKS,0,0
MRS,ROM,2,0.03125
MRS,ROS,0,0
MRS,SCA,1,0.015625
MRS,SCL,0,0
MRS,SEQ,35,0.546875
MRS,SGR,1,0.015625
MRS,SKC,2,0.03125
MRS,SMB,10,0.15625
MRS,STO,5,0.078125
MRS,STP,14,0.21875
MRS,SUN,18,0.28125
MRS,VER,14,0.21875
MRS,WAU,16,0.25
MRS,WID,1,0.015625
MRS,WYO,0,0
MRS,ZZZ,0,0
MRS,UNDEF,0,0
MSB,ACL,11,0.171875
MSB,ALM,2,0.03125
MSB,ARP,3,0.046875
MSB,BAR,63,0.984375
MSB,BER,23,0.359375
MSB,BLV,29,0.453125
MSB,BRD,9,0.140625
MSB,CBR,21,0.328125
MSB,CIA,11,0.171875
MSB,COL,25,0.390625
MSB,CSP,44,0.6875
MSB,DCL,50,0.78125
MSB,DEE,33,0.515625
MSB,DFT,117,1.828125
MSB,FCH,149,2.328125
MSB,HAW,100,1.5625
MSB,HPB,150,2.34375
MSB,LAK,154,2.40625
MSB,LAV,3,0.046875
MSB,LDI,20,0.3125
MSB,MAD,364,5.6875
MSB,MAR,6,0.09375
MSB,MAZ,15,0.234375
MSB,MCF,75,1.171875
MSB,MCM,55,0.859375
MSB,MEA,105,1.640625
MSB,MFD,1,0.015625
MSB,MID,369,5.765625
MSB,MNT,0,0
MSB,MOO,138,2.15625
MSB,MRO,38,0.59375
MSB,MRS,0,0
MSB,MSB,9808,153.25
MSB,MTH,81,1.265625
MSB,NEK,3,0.046875
MSB,NGL,16,0.25
MSB,NOF,4,0.0625
MSB,ORE,105,1.640625
MSB,PAR,4,0.0625
MSB,PDS,57,0.890625
MSB,PIN,221,3.453125
MSB,PLA,12,0.1875
MSB,PLO,11,0.171875
MSB,POR,29,0.453125
MSB,POY,15,0.234375
MSB,RAN,2,0.03125
MSB,REE,46,0.71875
MSB,RIO,4,0.0625
MSB,RKS,2,0.03125
MSB,ROM,5,0.078125
MSB,ROS,5,0.078125
MSB,SCA,1,0.015625
MSB,SCL,0,0
MSB,SEQ,351,5.484375
MSB,SGR,29,0.453125
MSB,SKC,23,0.359375
MSB,SMB,56,0.875
MSB,STO,87,1.359375
MSB,STP,78,1.21875
MSB,SUN,218,3.40625
MSB,VER,271,4.234375
MSB,WAU,133,2.078125
MSB,WID,11,0.171875
MSB,WYO,0,0
MSB,ZZZ,9,0.140625
MSB,UNDEF,0,0
MTH,ACL,65,1.015625
MTH,ALM,7,0.109375
MTH,ARP,17,0.265625
MTH,BAR,214,3.34375
MTH,BER,228,3.5625
MTH,BLV,246,3.84375
MTH,BRD,56,0.875
MTH,CBR,129,2.015625
MTH,CIA,28,0.4375
MTH,COL,64,1
MTH,CSP,287,4.484375
MTH,DCL,192,3
MTH,DEE,166,2.59375
MTH,DFT,427,6.671875
MTH,FCH,639,9.984375
MTH,HAW,566,8.84375
MTH,HPB,737,11.515625
MTH,LAK,523,8.171875
MTH,LAV,12,0.1875
MTH,LDI,71,1.109375
MTH,MAD,699,10.921875
MTH,MAR,293,4.578125
MTH,MAZ,89,1.390625
MTH,MCF,319,4.984375
MTH,MCM,337,5.265625
MTH,MEA,443,6.921875
MTH,MFD,31,0.484375
MTH,MID,867,13.546875
MTH,MNT,22,0.34375
MTH,MOO,1087,16.984375
MTH,MRO,197,3.078125
MTH,MRS,5,0.078125
MTH,MSB,186,2.90625
MTH,MTH,25923,405.046875
MTH,NEK,32,0.5
MTH,NGL,90,1.40625
MTH,NOF,14,0.21875
MTH,ORE,1326,20.71875
MTH,PAR,21,0.328125
MTH,PDS,140,2.1875
MTH,PIN,1007,15.734375
MTH,PLA,28,0.4375
MTH,PLO,107,1.671875
MTH,POR,97,1.515625
MTH,POY,87,1.359375
MTH,RAN,34,0.53125
MTH,REE,146,2.28125
MTH,RIO,9,0.140625
MTH,RKS,8,0.125
MTH,ROM,19,0.296875
MTH,ROS,44,0.6875
MTH,SCA,0,0
MTH,SCL,0,0
MTH,SEQ,1570,24.53125
MTH,SGR,62,0.96875
MTH,SKC,79,1.234375
MTH,SMB,208,3.25
MTH,STO,332,5.1875
MTH,STP,373,5.828125
MTH,SUN,792,12.375
MTH,VER,739,11.546875
MTH,WAU,558,8.71875
MTH,WID,46,0.71875
MTH,WYO,2,0.03125
MTH,ZZZ,12,0.1875
MTH,UNDEF,0,0
NEK,ACL,103,1.609375
NEK,ALM,0,0
NEK,ARP,57,0.890625
NEK,BAR,122,1.90625
NEK,BER,3,0.046875
NEK,BLV,11,0.171875
NEK,BRD,62,0.96875
NEK,CBR,15,0.234375
NEK,CIA,19,0.296875
NEK,COL,11,0.171875
NEK,CSP,27,0.421875
NEK,DCL,25,0.390625
NEK,DEE,10,0.15625
NEK,DFT,87,1.359375
NEK,FCH,85,1.328125
NEK,HAW,38,0.59375
NEK,HPB,80,1.25
NEK,LAK,82,1.28125
NEK,LAV,4,0.0625
NEK,LDI,40,0.625
NEK,MAD,72,1.125
NEK,MAR,22,0.34375
NEK,MAZ,8,0.125
NEK,MCF,56,0.875
NEK,MCM,789,12.328125
NEK,MEA,44,0.6875
NEK,MFD,47,0.734375
NEK,MID,160,2.5
NEK,MNT,6,0.09375
NEK,MOO,60,0.9375
NEK,MRO,181,2.828125
NEK,MRS,0,0
NEK,MSB,68,1.0625
NEK,MTH,36,0.5625
NEK,NEK,4806,75.09375
NEK,NGL,47,0.734375
NEK,NOF,15,0.234375
NEK,ORE,69,1.078125
NEK,PAR,12,0.1875
NEK,PDS,46,0.71875
NEK,PIN,151,2.359375
NEK,PLA,4,0.0625
NEK,PLO,31,0.484375
NEK,POR,73,1.140625
NEK,POY,23,0.359375
NEK,RAN,8,0.125
NEK,REE,127,1.984375
NEK,RIO,7,0.109375
NEK,RKS,5,0.078125
NEK,ROM,40,0.625
NEK,ROS,6,0.09375
NEK,SCA,0,0
NEK,SCL,0,0
NEK,SEQ,205,3.203125
NEK,SGR,26,0.40625
NEK,SKC,44,0.6875
NEK,SMB,21,0.328125
NEK,STO,46,0.71875
NEK,STP,58,0.90625
NEK,SUN,140,2.1875
NEK,VER,170,2.65625
NEK,WAU,78,1.21875
NEK,WID,30,0.46875
NEK,WYO,2,0.03125
NEK,ZZZ,3,0.046875
NEK,UNDEF,0,0
NGL,ACL,18,0.28125
NGL,ALM,5,0.078125
NGL,ARP,2,0.03125
NGL,BAR,215,3.359375
NGL,BER,5,0.078125
NGL,BLV,40,0.625
NGL,BRD,125,1.953125
NGL,CBR,24,0.375
NGL,CIA,37,0.578125
NGL,COL,47,0.734375
NGL,CSP,21,0.328125
NGL,DCL,25,0.390625
NGL,DEE,22,0.34375
NGL,DFT,65,1.015625
NGL,FCH,118,1.84375
NGL,HAW,85,1.328125
NGL,HPB,111,1.734375
NGL,LAK,102,1.59375
NGL,LAV,13,0.203125
NGL,LDI,56,0.875
NGL,MAD,147,2.296875
NGL,MAR,18,0.28125
NGL,MAZ,9,0.140625
NGL,MCF,55,0.859375
NGL,MCM,55,0.859375
NGL,MEA,58,0.90625
NGL,MFD,4,0.0625
NGL,MID,221,3.453125
NGL,MNT,32,0.5
NGL,MOO,113,1.765625
NGL,MRO,512,8
NGL,MRS,0,0
NGL,MSB,106,1.65625
NGL,MTH,58,0.90625
NGL,NEK,7,0.109375
NGL,NGL,3280,51.25
NGL,NOF,11,0.171875
NGL,ORE,82,1.28125
NGL,PAR,22,0.34375
NGL,PDS,118,1.84375
NGL,PIN,206,3.21875
NGL,PLA,17,0.265625
NGL,PLO,23,0.359375
NGL,POR,98,1.53125
NGL,POY,45,0.703125
NGL,RAN,14,0.21875
NGL,REE,143,2.234375
NGL,RIO,5,0.078125
NGL,RKS,5,0.078125
NGL,ROM,13,0.203125
NGL,ROS,8,0.125
NGL,SCA,2,0.03125
NGL,SCL,0,0
NGL,SEQ,256,4
NGL,SGR,53,0.828125
NGL,SKC,81,1.265625
NGL,SMB,29,0.453125
NGL,STO,59,0.921875
NGL,STP,87,1.359375
NGL,SUN,179,2.796875
NGL,VER,176,2.75
NGL,WAU,110,1.71875
NGL,WID,33,0.515625
NGL,WYO,0,0
NGL,ZZZ,7,0.109375
NGL,UNDEF,0,0
NOF,ACL,11,0.171875
NOF,ALM,1,0.015625
NOF,ARP,2,0.03125
NOF,BAR,94,1.46875
NOF,BER,12,0.1875
NOF,BLV,19,0.296875
NOF,BRD,2,0.03125
NOF,CBR,5,0.078125
NOF,CIA,20,0.3125
NOF,COL,35,0.546875
NOF,CSP,17,0.265625
NOF,DCL,8,0.125
NOF,DEE,11,0.171875
NOF,DFT,34,0.53125
NOF,FCH,21,0.328125
NOF,HAW,51,0.796875
NOF,HPB,43,0.671875
NOF,LAK,46,0.71875
NOF,LAV,11,0.171875
NOF,LDI,30,0.46875
NOF,MAD,78,1.21875
NOF,MAR,7,0.109375
NOF,MAZ,33,0.515625
NOF,MCF,26,0.40625
NOF,MCM,68,1.0625
NOF,MEA,32,0.5
NOF,MFD,0,0
NOF,MID,97,1.515625
NOF,MNT,1,0.015625
NOF,MOO,27,0.421875
NOF,MRO,36,0.5625
NOF,MRS,0,0
NOF,MSB,30,0.46875
NOF,MTH,51,0.796875
NOF,NEK,2,0.03125
NOF,NGL,8,0.125
NOF,NOF,1765,27.578125
NOF,ORE,31,0.484375
NOF,PAR,5,0.078125
NOF,PDS,67,1.046875
NOF,PIN,97,1.515625
NOF,PLA,33,0.515625
NOF,PLO,11,0.171875
NOF,POR,56,0.875
NOF,POY,29,0.453125
NOF,RAN,8,0.125
NOF,REE,290,4.53125
NOF,RIO,1,0.015625
NOF,RKS,12,0.1875
NOF,ROM,1,0.015625
NOF,ROS,1,0.015625
NOF,SCA,1,0.015625
NOF,SCL,0,0
NOF,SEQ,99,1.546875
NOF,SGR,36,0.5625
NOF,SKC,138,2.15625
NOF,SMB,17,0.265625
NOF,STO,44,0.6875
NOF,STP,24,0.375
NOF,SUN,70,1.09375
NOF,VER,97,1.515625
NOF,WAU,51,0.796875
NOF,WID,18,0.28125
NOF,WYO,2,0.03125
NOF,ZZZ,2,0.03125
NOF,UNDEF,0,0
ORE,ACL,85,1.328125
ORE,ALM,7,0.109375
ORE,ARP,26,0.40625
ORE,BAR,224,3.5
ORE,BER,169,2.640625
ORE,BLV,373,5.828125
ORE,BRD,80,1.25
ORE,CBR,112,1.75
ORE,CIA,28,0.4375
ORE,COL,60,0.9375
ORE,CSP,329,5.140625
ORE,DCL,241,3.765625
ORE,DEE,171,2.671875
ORE,DFT,532,8.3125
ORE,FCH,1353,21.140625
ORE,HAW,637,9.953125
ORE,HPB,985,15.390625
ORE,LAK,691,10.796875
ORE,LAV,11,0.171875
ORE,LDI,92,1.4375
ORE,MAD,839,13.109375
ORE,MAR,49,0.765625
ORE,MAZ,94,1.46875
ORE,MCF,573,8.953125
ORE,MCM,413,6.453125
ORE,MEA,577,9.015625
ORE,MFD,18,0.28125
ORE,MID,1378,21.53125
ORE,MNT,12,0.1875
ORE,MOO,1803,28.171875
ORE,MRO,236,3.6875
ORE,MRS,7,0.109375
ORE,MSB,197,3.078125
ORE,MTH,311,4.859375
ORE,NEK,24,0.375
ORE,NGL,79,1.234375
ORE,NOF,7,0.109375
ORE,ORE,33530,523.90625
ORE,PAR,15,0.234375
ORE,PDS,131,2.046875
ORE,PIN,1343,20.984375
ORE,PLA,40,0.625
ORE,PLO,132,2.0625
ORE,POR,140,2.1875
ORE,POY,62,0.96875
ORE,RAN,18,0.28125
ORE,REE,182,2.84375
ORE,RIO,7,0.109375
ORE,RKS,4,0.0625
ORE,ROM,17,0.265625
ORE,ROS,55,0.859375
ORE,SCA,1,0.015625
ORE,SCL,0,0
ORE,SEQ,1892,29.5625
ORE,SGR,83,1.296875
ORE,SKC,134,2.09375
ORE,SMB,307,4.796875
ORE,STO,403,6.296875
ORE,STP,459,7.171875
ORE,SUN,1091,17.046875
ORE,VER,1137,17.765625
ORE,WAU,1517,23.703125
ORE,WID,76,1.1875
ORE,WYO,4,0.0625
ORE,ZZZ,24,0.375
ORE,UNDEF,0,0
PAR,ACL,11,0.171875
PAR,ALM,0,0
PAR,ARP,8,0.125
PAR,BAR,31,0.484375
PAR,BER,6,0.09375
PAR,BLV,8,0.125
PAR,BRD,10,0.15625
PAR,CBR,17,0.265625
PAR,CIA,12,0.1875
PAR,COL,189,2.953125
PAR,CSP,41,0.640625
PAR,DCL,8,0.125
PAR,DEE,15,0.234375
PAR,DFT,35,0.546875
PAR,FCH,69,1.078125
PAR,HAW,43,0.671875
PAR,HPB,55,0.859375
PAR,LAK,42,0.65625
PAR,LAV,0,0
PAR,LDI,112,1.75
PAR,MAD,80,1.25
PAR,MAR,7,0.109375
PAR,MAZ,6,0.09375
PAR,MCF,38,0.59375
PAR,MCM,27,0.421875
PAR,MEA,27,0.421875
PAR,MFD,4,0.0625
PAR,MID,131,2.046875
PAR,MNT,3,0.046875
PAR,MOO,35,0.546875
PAR,MRO,12,0.1875
PAR,MRS,0,0
PAR,MSB,69,1.078125
PAR,MTH,29,0.453125
PAR,NEK,29,0.453125
PAR,NGL,5,0.078125
PAR,NOF,1,0.015625
PAR,ORE,57,0.890625
PAR,PAR,1941,30.328125
PAR,PDS,13,0.203125
PAR,PIN,100,1.5625
PAR,PLA,0,0
PAR,PLO,11,0.171875
PAR,POR,249,3.890625
PAR,POY,107,1.671875
PAR,RAN,18,0.28125
PAR,REE,11,0.171875
PAR,RIO,17,0.265625
PAR,RKS,1,0.015625
PAR,ROM,5,0.078125
PAR,ROS,7,0.109375
PAR,SCA,0,0
PAR,SCL,0,0
PAR,SEQ,133,2.078125
PAR,SGR,3,0.046875
PAR,SKC,8,0.125
PAR,SMB,31,0.484375
PAR,STO,36,0.5625
PAR,STP,51,0.796875
PAR,SUN,104,1.625
PAR,VER,113,1.765625
PAR,WAU,46,0.71875
PAR,WID,84,1.3125
PAR,WYO,17,0.265625
PAR,ZZZ,1,0.015625
PAR,UNDEF,0,0
